address,ishostedbysuperhost,location_lat,location_lng,name,numberofguests,pricing_rate_amount,pricing_rate_amountformatted,pricing_rate_currency,pricing_ratetype,primaryhost_firstname,primaryhost_hasprofilepic,primaryhost_hosturl,primaryhost_id,primaryhost_languages_0,primaryhost_languages_1,primaryhost_languages_2,primaryhost_languages_3,primaryhost_membersince,primaryhost_responserate,primaryhost_responsetime,primaryhost_smartname,roomtype,stars,primaryhost_about,identity_verified,review_count,identity_verified_1,review_count_1
"Lahore, Punjab, Pakistan",False,31.50056,74.42167,2 Bedroom Apartment Opposite DHA PHASE 8 Lahore,8.0,51.0,51.0,USD,nightly,Samama,1.0,https://www.airbnb.com/users/show/320610358,320610358.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Samama,Entire place,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.71711,73.03543,2 bedroom apartment penthouse with view.,4.0,68.0,68.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/434643132,434643132.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Muhammad,Entire place,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.68472,73.0488,2 Bedroom Apartment with Parking,4.0,76.0,76.0,USD,nightly,Capital Suites,1.0,https://www.airbnb.com/users/show/419699519,419699519.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Capital Suites,Private room,5.0,"Its a family apartment building & only family and couples are entertained on daily, weekly and monthly basses, no parties guest are allowed",True,0,False,0
"Lahore, Punjab, Pakistan",False,31.49945,74.4229,2 Bedroom Private Apartment opposite DHA Phase 8.,6.0,35.0,35.0,USD,nightly,Khuzaima,1.0,https://www.airbnb.com/users/show/250679931,250679931.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Khuzaima,Entire place,4.24,I have completed my masters and have joined my Family business of Real Estate and construction in lahore.,False,112,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.68329,73.04671,2 bedroom with parking,4.0,67.0,67.0,USD,nightly,Capital Suites,1.0,https://www.airbnb.com/users/show/419699519,419699519.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Capital Suites,Private room,5.0,"Its a family apartment building & only family and couples are entertained on daily, weekly and monthly basses, no parties guest are allowed",True,0,False,0
"Karachi, Sindh, Pakistan",False,24.80536,67.03046,2 BEDROOMS LUXE SUITE W/ KITCHEN / LOUNGE / DINING,4.0,92.0,92.0,USD,nightly,Amir,1.0,https://www.airbnb.com/users/show/77968852,77968852.0,Urdu,English,Punjabi,Pashto,Not Available,0.97,within an hour,Amir,Entire place,4.88,Not Available,False,38,True,0
"Lahore, Punjab, Pakistan",False,31.45195,74.29398,"2 bedrooms.
1 kitchen
1 shared hall room.",5.0,32.0,32.0,USD,nightly,Ammad Hassan,1.0,https://www.airbnb.com/users/show/370435298,370435298.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Ammad Hassan,Entire place,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.51055,74.32458,2 BHK Private Condominium Separate Entrance,6.0,46.0,46.0,USD,nightly,Arslan,1.0,https://www.airbnb.com/users/show/10456054,10456054.0,العربية,বাংলা,中文 (简体),Čeština,Not Available,1.0,within an hour,Arslan,Entire place,4.28,"I would like to make sure that your experience at my property is smooth & relaxing, you probably won’t see me as this place has remote access control but if you need any help then you can call or message me anytime, ill be happy to be of any help for you, hope you to have a good experience at my property",False,633,True,0
"Lahore, Punjab, Pakistan",False,31.59782,74.37721,2-bedroom - Separate Portion/Apartment,4.0,51.0,51.0,USD,nightly,Imran,1.0,https://www.airbnb.com/users/show/403069688,403069688.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Imran,Private room ,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.698,72.972,2-Bedrooms furnished apartment at amazing rate!,5.0,51.0,51.0,USD,nightly,Maaz,1.0,https://www.airbnb.com/users/show/159215825,159215825.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Maaz,Entire place,5.0,Not Available,False,90,True,0
"Lahore, Punjab, Pakistan",False,31.51969,74.35962,2.5 kanal facing golf course banglow,2.0,48.0,48.0,USD,nightly,Muzana,1.0,https://www.airbnb.com/users/show/153650400,153650400.0,Urdu,English,Punjabi,Pashto,Not Available,0.9,within a few hours,Muzana,Private room ,5.0,Not Available,False,8,True,0
"Rawalpindi, Punjab, Pakistan",True,33.5494,73.11411,"2BD 1kanal upper portion,big space,artistic,ups.",6.0,67.0,67.0,USD,nightly,Ayesha,1.0,https://www.airbnb.com/users/show/400141865,400141865.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Ayesha,Entire place,4.79,Not Available,False,162,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.5999,73.15517,2Bed Room apartment  Newly Furnished,4.0,32.0,32.0,USD,nightly,Tahmas,1.0,https://www.airbnb.com/users/show/212944051,212944051.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within a few hours,Tahmas,Entire place,4.75,Not Available,False,16,True,0
"Rawalpindi, Punjab, Pakistan",False,33.49698,73.09565,2Bedroom full furnished apartment available fr rnt,2.0,68.0,68.0,USD,nightly,Sanwal,1.0,https://www.airbnb.com/users/show/356388769,356388769.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Sanwal,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.70331,72.9812,2BHK Corner Cottage | Netflix | Amazon  |SMART TV|,6.0,35.0,35.0,USD,nightly,Azeem,1.0,https://www.airbnb.com/users/show/193206748,193206748.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Azeem,Entire place,4.9,Not Available,False,208,True,0
"Lahore, Punjab, Pakistan",True,31.51416,74.28158,2BR Modern & Luxury New Furnished House,6.0,42.0,42.0,USD,nightly,Imran,1.0,https://www.airbnb.com/users/show/46431028,46431028.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Imran,Entire place,4.91,"Hey, I’m Imran Haider!

I am Lahore Based, and IT professional, I work from home as Freelancer most of the time.

I’m fun and easy going and really love meeting new people on my adventures. 


I also have a passion for learning new languages which has come in helpful on my travels. Along with English, I speak some Punjabi, Hindi, Arabis, and Turkish a bit.",False,62,True,0
"Lahore, Punjab, Pakistan",False,31.44093,74.28391,3 Bed Brand New Apartment near Shaukat Khanum,6.0,42.0,42.0,USD,nightly,Saqib,1.0,https://www.airbnb.com/users/show/40666245,40666245.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Saqib,Entire place,5.0,"I am entrepreneur, works for a construction company as well. Travelled to many countries and worked in couple too. I like to explore new destinations. I love hosting. My short term dream is to have at least a dozen apartments to welcome guests from around the world.",False,171,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.694,72.985,3 Bed Furnished Capital Residencia,6.0,75.0,75.0,USD,nightly,Shabbir,1.0,https://www.airbnb.com/users/show/366668134,366668134.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.0,a few days or more,Shabbir,Entire place,4.75,"hi I am Shabbir Lodhi family guy who loves to meet new people. Whether i'm hosting or renting out your place, I love cleanliness and would the expect the same from everyone. Feel free to contact me for any information regarding the property or my country. :)",False,4,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70008,72.97384,"3 Bed luxury apartment in heart of E-11, Islamabad",13.0,84.0,84.0,USD,nightly,Shams,1.0,https://www.airbnb.com/users/show/285468577,285468577.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Shams,Entire place,5.0,Not Available,False,3,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.62707,72.92422,3 BEDROOM FAMILY ACCOMMODATION - YOUR 2ND HOME,6.0,68.0,68.0,USD,nightly,Mahnoor,1.0,https://www.airbnb.com/users/show/385333145,385333145.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Mahnoor,Entire place,4.9,Not Available,False,21,True,0
"Karachi, Sindh, Pakistan",False,24.81491,66.99976,3 Bedroom Furnished Apartment with Home theater.,8.0,91.0,91.0,USD,nightly,Jawaid,1.0,https://www.airbnb.com/users/show/230232340,230232340.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Jawaid,Entire place,5.0,I'm a retired ex employee of Pakistan International Airlines. Offering my properties to host travelers in my fully furnished apartment in Karachi the cosmopolitan city of Pakistan.,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.89804,67.1173,3 Bedroom Furnished Portion for 10 to 15 persons,10.0,40.0,40.0,USD,nightly,Abdul,1.0,https://www.airbnb.com/users/show/313270107,313270107.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Abdul,Entire place,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",True,31.46447,74.36017,"3 Bedroom Home in DHA, Near Packages Mall.",10.0,54.0,54.0,USD,nightly,Shams,1.0,https://www.airbnb.com/users/show/321103365,321103365.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Shams,Entire place,4.78,"I’m a family guy who loves to meet new people. Whether i’m hosting or renting out your place, I love cleanliness and would the expect the same from everyone.


Feel free to contact me for any information regarding the property or my country. :)",False,79,True,0
"Rawalpindi, Punjab, Pakistan",False,33.50487,73.06831,3 bedroom perfect stay for a perfect family.,4.0,68.0,68.0,USD,nightly,Hamza,1.0,https://www.airbnb.com/users/show/438300852,438300852.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Hamza,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69603,72.98576,3 bedroom unit with beautiful view & free parking.,7.0,76.0,76.0,USD,nightly,Ehsan,1.0,https://www.airbnb.com/users/show/402999789,402999789.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Ehsan,Entire place,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.80288,67.03604,3 Bedrooms + DD - Bungalow Portion (500 Yards),15.0,84.0,84.0,USD,nightly,Adeeba,1.0,https://www.airbnb.com/users/show/423281661,423281661.0,English,English,Punjabi,Pashto,Not Available,0.75,within a day,Adeeba,Entire place,5.0,"Besides hosting, I can also teach your kids.",False,2,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.6532,72.96447,3 BHK Brand New Entire Portion Fast Wifi and UHDTV,11.0,39.0,39.0,USD,nightly,Usman,1.0,https://www.airbnb.com/users/show/268578962,268578962.0,中文 (简体),English,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Usman,Entire place,5.0,Not Available,False,59,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.65425,72.9666,3 BHK Entire Portion Fast Wifi UHDTV for Family,8.0,43.0,43.0,USD,nightly,Usman,1.0,https://www.airbnb.com/users/show/268578962,268578962.0,中文 (简体),English,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Usman,Entire place,4.73,Not Available,False,59,True,0
"Karachi, Sindh, Pakistan",False,24.814,67.051,3Bedroom Entire luxury apartment in heart of DHA,6.0,72.0,72.0,USD,nightly,Muhammad Feroz,1.0,https://www.airbnb.com/users/show/408312549,408312549.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,0.96,within an hour,Muhammad Feroz,Entire place,4.67,"I am a retired businessman and traveller by passion, I have lived most of my life across Europe and Africa, its always been a beautiful experience meeting people from different parts of the world and at the same time offering my as a host :)",False,186,True,0
"Karachi, Sindh, Pakistan",False,24.81433,67.05115,3Bedrooms IKEA Design luxury Apartment  DHA,6.0,91.0,91.0,USD,nightly,Muhammad Feroz,1.0,https://www.airbnb.com/users/show/408312549,408312549.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,0.96,within an hour,Muhammad Feroz,Entire place,4.67,"I am a retired businessman and traveller by passion, I have lived most of my life across Europe and Africa, its always been a beautiful experience meeting people from different parts of the world and at the same time offering my as a host :)",False,186,True,0
"Lahore, Punjab, Pakistan",False,31.45781,74.2567,4 Bedrooms Home with Parking near Emporium Mall,8.0,57.0,57.0,USD,nightly,Syed Muhammad Shabi,1.0,https://www.airbnb.com/users/show/251950826,251950826.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Syed Muhammad Shabi,Entire place,3.4,"CEO and Founder of ESR Pvt Ltd and ESRAH Orphanage.

My team is handling this Airbnb Business.",False,105,True,0
"Rawalpindi, Punjab, Pakistan",False,33.57226,73.11043,40% off on 1 month stay Bahria town 3 bed Gr condo,6.0,72.0,72.0,USD,nightly,Shahid,1.0,https://www.airbnb.com/users/show/152130328,152130328.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within a few hours,Shahid,Entire place,5.0,"I am a Retired  Airforce officer .CEO zee traders Bahria Town Rwp 

The villas/rooms & portions we r offering is only for families.

These r 3 double story houses on 2 kanals with separate rooms & portions/villa with separate entrances.Free safe parking facility is only available with villa.plenty of free parking available on the street

Very safe.Very close to Dinasaur park.walking distance to Mall.club.Petrol pump.24 hour’s grocery store.Hospital.close to all.

Safari villas one is adjacent to phase one.

Top most location of Bahria town Rawalpindi.

We have independent 5/4 bed /03 beds/02  beds/01  beds pvt condominiums.

Private 3/4 /5beds villa also available.

Pl feel free to contact for your inquiry",False,7,True,0
"Lahore, Punjab, Pakistan",True,31.37077,74.17307,403-Apartment Tailored To Your Highest Standards,3.0,33.0,33.0,USD,nightly,Kamran,1.0,https://www.airbnb.com/users/show/236469852,236469852.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,1.0,within an hour,Kamran,Entire place,5.0,Not Available,False,36,True,0
"Rawalpindi, Punjab, Pakistan",False,33.48705,73.10044,7 Star vip furnished House in bahria town,5.0,60.0,60.0,USD,nightly,Aamir,1.0,https://www.airbnb.com/users/show/331888606,331888606.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.6640330788804072,unknown,Aamir,Entire place,5.0,Not Available,False,2,True,0
"Rawalpindi, Punjab, Pakistan",False,33.4984,73.09781,8 star luxury furnished house bahria town phase  8,5.0,79.0,79.0,USD,nightly,Aamir,1.0,https://www.airbnb.com/users/show/331888606,331888606.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.6640330788804072,unknown,Aamir,Entire place,5.0,Not Available,False,2,True,0
"Lahore, Punjab, Pakistan",False,31.47473,74.28255,A & A Girls Hostel,10.0,14.0,14.0,USD,nightly,Waqar,1.0,https://www.airbnb.com/users/show/268154822,268154822.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Waqar,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.47192,74.31767,A bedroom (1 double bed ) with  attached washroom,2.0,32.0,32.0,USD,nightly,Farwa,1.0,https://www.airbnb.com/users/show/434635644,434635644.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.6640330788804072,unknown,Farwa,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.49951,74.37106,A big house with peaceful and friendly environment,2.0,34.0,34.0,USD,nightly,Mati,1.0,https://www.airbnb.com/users/show/342391415,342391415.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Mati,Shared room ,5.0,Music lover and a good cook. Love to have good conversations with like minded people.,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.93232,67.15732,A big size room for 3 near airport in Jauhar,3.0,28.0,28.0,USD,nightly,Ismail,1.0,https://www.airbnb.com/users/show/205818527,205818527.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Ismail,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70664,73.0326,"A Cheerful home of 50 residential rooms with attached bathrooms.
Privacy and Ease at its peak.",2.0,68.0,68.0,USD,nightly,Aamir,1.0,https://www.airbnb.com/users/show/236529327,236529327.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.6640330788804072,unknown,Aamir,Private room,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.89482,67.18453,A comfy place for travellers.,2.0,23.0,23.0,USD,nightly,Hassan,1.0,https://www.airbnb.com/users/show/265770337,265770337.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Hassan,Shared room,5.0,Not Available,False,1,False,0
"Lahore, Punjab, Pakistan",False,31.47002,74.4165,A complete portion will all amenities in DHA,2.0,40.0,40.0,USD,nightly,Mustafa,1.0,https://www.airbnb.com/users/show/370595955,370595955.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Mustafa,Private room ,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.80768,67.07718,A cosy place for comfort,1.0,34.0,34.0,USD,nightly,Roohi,1.0,https://www.airbnb.com/users/show/143913878,143913878.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Roohi,Private room,5.0,Not Available,False,0,False,0
