type,name,description
hotel,Luxury Guest House in Bahria Town - Budget Double Room,"Luxury Guest House in Bahria Town - Budget Double Room located at address not available in Islamabad, costs Rs5517 per night. Description: DetailsSituated within 26 km of Shah Faisal Mosque and 8.3 km of Ayūb National Park in Rawalpindi, Luxury Guest House in Bahria Town features accommodation with seating area and a kitchen. Guests can make meals in the kitchen that is equipped with a refrigerator, an oven, a microwave and an electric kettle. The double room provides air conditioning, a washing machine, as well as a private bathroom featuring a shower and slippers. The unit offers 1 bed.Website."
hotel,"Pak-Inn Hotel, Gulberg III Lahore","Pak-Inn Hotel, Gulberg III Lahore located at Subhan Rd, Block E2 Block E 2 Gulberg III, Lahore, Punjab in Lahore, costs Rs7425 per night. Description: Located in the heart of the city.."
hotel,Luxury  8 kanal villa/farmhouse for stay or party,"Luxury  8 kanal villa/farmhouse for stay or party located at address not available in Islamabad, costs Rs12665 per night. Description: DetailsDishes and dining utensils,Kitchen basics (cookware, oils, condiments),Microwave,Refrigerator,Balcony or terrace,Internet,TV,Wi-Fi,Air conditioning,Heater,Linens,Kitchen,Toiletries,Towels,Free parking,Dryer,Iron,Washer,Website."
hotel,Kalash Hotel,"Kalash Hotel located at address not available in Lahore, costs Rs17060 per night. Description: InternetWi-FifreePublic Internet workstationPolicies & paymentsSmoke-free propertyCashChildrenActivities for kidsPoolsHot tubWellnessNo fitness centreNo spaBusiness & eventsMeeting roomsPetsNo petsRoomsAir conditioningRefrigerator in some roomsMicrowave in some roomsCoffee maker in some rooms."
hotel,Effile Tower residency,"Effile Tower residency located at address not available in Islamabad, costs Rs7541 per night. Description: DetailsDishes and dining utensils,Dishwasher,Freezer,Kitchen basics (cookware, oils, condiments),Microwave,Refrigerator,Stove,Body wash,Fans (ceiling or portable),Cleaning products used based on health guidelines,Cleaning supplies provided for guests,Contactless check-in/check-out,Face masks provided for guests,Hand sanitizer and soap provided,Physical distancing rules followed,Cable channels,Internet,TV,Wi-Fi,Air conditioning,Heater,Private entrance,Coffee or tea,Kitchen,Toiletries,Towels,Elevator,Closet,Iron,First aid kit,Smoking allowed,Security [24-hour],Free parking,Website."
hotel,Hotel Family Ties,"Hotel Family Ties located at Plot # C2, Street 2 Airport Rd, Khuda Buksh Colony KB Society, Lahore, Punjab in Lahore, costs Rs5290 per night. Description: Check-in time: 12:00Check-out time: 12:00."
hotel,Winter Hotel-guest house F8 Islamabad,"Winter Hotel-guest house F8 Islamabad located at address not available in Islamabad, costs Rs7409 per night. Description: DetailsMicrowave, Oven, High chair, Balcony or terrace, Game console, Paid parking, Internet, TV, Wi-Fi, Air conditioning, Heater, Private entrance, Free parking, Coffee or tea, Hair dryer, Towels, Desk/workspace, Indoor fireplace, Dryer, Iron, Carbon monoxide detector, Fire extinguisher, First aid kit,Website."
hotel,Infinity Villa,"Infinity Villa located at House No:03 Street No: 11, F-8/3 F 8/3 F-8, Islamabad, Islamabad Capital Territory in Islamabad, costs Rs10530 per night. Description: Check-in time: 14:00Check-out time: 11:00."
hotel,Grand Palace Hotel,"Grand Palace Hotel located at 14 – Aibak Block, Sher Shah Road، New Garden Town،, Lahore, Punjab 54600 in Lahore, costs Rs12396 per night. Description: Check-in time: 12:00Check-out time: 12:00."
hotel,Prime Hotel,"Prime Hotel located at 2 Fane Rd, Mozang Chungi, Lahore, Punjab 54000 in Lahore, costs Rs12648 per night. Description: Check-in time: 12:00Check-out time: 12:00."
hotel,Royal hostal,"Royal hostal located at G83C+6HP, Jevan Hana Ali Block Garden Town, Lahore, Punjab in Lahore, costs Rs12648 per night. Description: Affordable luxury with excellent service.."
hotel,Infinity Villa Exclusive,"Infinity Villa Exclusive located at Street 38, F-10/4 F 10/4 F-10, Islamabad, Islamabad Capital Territory in Islamabad, costs Rs12636 per night. Description: InternetWi-FifreePolicies & paymentsCredit cardsDebit cardsCashChequesPoolsNo poolsNo hot tubWellnessNo fitness centreNo spa."
hotel,View Garden Hotel,"View Garden Hotel located at address not available in Lahore, costs Rs12648 per night. Description: Check-in time: 00:00Check-out time: 06:00."
hotel,Continental Boys hostel,"Continental Boys hostel located at F9V5+RFF, Madina Colony Lahore, Punjab in Lahore, costs Rs12648 per night. Description: Check-out time: 12:00."
hotel,Leaders Inn Hotel,"Leaders Inn Hotel located at address not available in Lahore, costs Rs12648 per night. Description: Check-out time: 11:00."
hotel,Yasir Broast Hotel,"Yasir Broast Hotel located at 40-Main Bazar Food Street Old Anarkali Lahore Punjab Region, Main Bazaar, Gawalmandi, Lahore, Punjab 54000 in Lahore, costs Rs12648 per night. Description: Perfect for business and leisure travelers.."
hotel,Grace Inn Hotel,"Grace Inn Hotel located at 16-C, Main Raiwind Rd, Phase 1 Judicial Colony, Lahore, Punjab 54782 in Lahore, costs Rs12648 per night. Description: InternetWi-FifreeServicesFront desk24-hourFull-service laundryParking & transportParkingfree."
hotel,Safari Club 4,"Safari Club 4 located at address not available in Islamabad, costs Rs9500 per night. Description: Check-in time: 14:00Check-out time: 11:00."
hotel,Lux Inn Boys Hostel,"Lux Inn Boys Hostel located at shahkam chowk, B block Canal Bank Rd, Mohlanwal Scheme Block B Mohlan Wala Scheme, Lahore, Punjab 54500 in Lahore, costs Rs12648 per night. Description: Family-friendly environment with modern facilities.."
hotel,Five Giants Homestay Lahore,"Five Giants Homestay Lahore located at 162, Block H Gulshan-e-Ravi, Lahore, Punjab 54000 in Lahore, costs Rs5220 per night. Description: On a residential road, this basic guesthouse is a 17-minute walk from the nearest bus stop, and 8 km from both Badshahi Mosque and Lahore Fort.… MoreAccommodations range from a modest dorm to a humble private room. All have air conditioning, Wi-Fi and en suite bathrooms.Amenities include a communal kitchen, a lounge and a patio. Breakfast and dinner are available, as is an area shuttle.."
hotel,"1 Bed Modern Apartment, Pool, Gym, Cinema","1 Bed Modern Apartment, Pool, Gym, Cinema located at address not available in Lahore, costs Rs14704 per night. Description: DetailsFeaturing air-conditioned accommodation with a balcony, 1 Bed Modern Apartment, Pool, Gym, Cinema is located in Lahore. Boasting a lift, this property also provides guests with a seasonal outdoor pool.Website."
hotel,Hotel Rest INN,"Hotel Rest INN located at 83-L, Abu Ul Hassan, Abul Hassan Isfahani Rd, near PSO Pump, opposite Faisal Hospital, Block L Model Town, Lahore, Punjab 54770 in Lahore, costs Rs3712 per night. Description: This basic budget hotel on a main road is 4 km from Model Town Park. It's 6 km from both Canal South metro station, and cricket games at Qaddafi Stadium.… MoreFeaturing colourful accent walls, the unpretentious rooms come with Wi-Fi and flat-screen TVs, in addition to air conditioners. In-room dining is available.There’s a shared kitchen and a utilitarian dining area.Check-in time: 12:00Check-out time: 11:30."
hotel,Metro Crown Safari Hotel Airport,"Metro Crown Safari Hotel Airport located at address not available in Lahore, costs Rs12648 per night. Description: Check-in time: 00:00Check-out time: 12:00."
hotel,White House Executive - Guest House,"White House Executive - Guest House located at House 2078, 3 Street 66, Phase Rawalpindi, 46220 in Islamabad, costs Rs8410 per night. Description: InternetWi-FifreeWi-Fi in public areasServicesFront desk24-hourFull-service laundryParking & transportParkingfreeSelf parkingfreeAccessibilityNot accessibleAccessible parkingBathroomsPrivate bathroomShower."
hotel,City Palace Hotel,"City Palace Hotel located at H8Q4+7FX, Data Gunj Buksh Town, Lahore, Punjab 54000 in Lahore, costs Rs4988 per night. Description: Check-out time: 11:00."
hotel,INDEX HOTEL,"INDEX HOTEL located at Main Karnal Sher Khan Shaheed Rd, near I.J.P Metro Station, Dhoke Babu Irfan, Rawalpindi, Islamabad, Punjab 46000 in Islamabad, costs Rs9315 per night. Description: Check-in time: 14:00."
hotel,Red Deluxe Hotel,"Red Deluxe Hotel located at address not available in Lahore, costs Rs12648 per night. Description: Check-out time: 11:00."
hotel,Trivelles Executive Suites,"Trivelles Executive Suites located at address not available in Islamabad, costs Rs12172 per night. Description: Check-in time: 15:00Check-out time: 12:00."
hotel,Al-Haider Hotel,"Al-Haider Hotel located at Lakshmi choke, Royal Park Lahore, Punjab 54000 in Lahore, costs Rs8226 per night. Description: Set among eateries on a main thoroughfare, this humble budget hotel is 3 km from Chauburji Mughal-era monument, 7 km from Shalimar Bagh garden and 17 km from Allama Iqbal International Airport.… MoreFeaturing straightforward wood furnishings, the functional, compact rooms provide air conditioning and flat-screen TVs. Family rooms sleep up to 3 people.Breakfast is available.."
hotel,Hotel Kashmir International,"Hotel Kashmir International located at address not available in Islamabad, costs Rs3479 per night. Description: A 3-minute walk from both the nearest metro station and Liaquat Park, this unassuming hotel is 3 km from the Army Museum and 5 km from Jungle World - Ayub National Park.… MoreThe humble rooms feature satellite TV, Wi-Fi and en suite bathrooms, as well as air conditioning, and tea and coffeemaking facilities. Some rooms have sofas.Breakfast and parking are available.Check-in time: 00:00Check-out time: 16:00."
hotel,Hotel Empire,"Hotel Empire located at H89H+H4J, Mcleod Rd, Lakshmi Chowk, Gawal Mandi, Lahore, Punjab, Qila Gujjar Singh, Lahore, Punjab 54000 in Lahore, costs Rs12648 per night. Description: Check-out time: 12:00."
hotel,Al aziz place hotel,"Al aziz place hotel located at City Bus Terminal, Bund Road, opposite Anwar Hospital, Lahore, 54000 in Lahore, costs Rs12648 per night. Description: InternetWi-FifreeWi-Fi in public areasPublic Internet workstationPolicies & paymentsSmoke-free propertyNo credit cardsCashChequesAccessibilityAccessible parkingRoomsAir conditioning."
hotel,Durrani Lodges - Guest House G11,"Durrani Lodges - Guest House G11 located at FLAT 3 BLOCK 22C PHA CTYPE G11 3 MAIN IBNE SEENA ROAD GATE, 4, Islamabad, 44000 in Islamabad, costs Rs4025 per night. Description: InternetWi-FifreeServicesFront desk24-hourFull-service laundryHousekeepingParking & transportParkingfreeAirport shuttleextra chargeLocal shuttlePetsNo petsRoomsAir conditioningKitchen in some rooms."
hotel,Gulberg Suites,"Gulberg Suites located at Alamgir Tower, Main Blvd Gulberg, inside Mall of gulberg, Block D1 Gulberg III, Lahore, Punjab 54000 in Lahore, costs Rs16482 per night. Description: Check-in time: 00:00Check-out time: 12:00."
hotel,Hotel Koh-e-Noor,"Hotel Koh-e-Noor located at 11 Abbott Road, Montgomery Park Qila Gujjar Singh, Lahore, Punjab 05499 in Lahore, costs Rs12648 per night. Description: Affordable luxury with excellent service.."
hotel,Pearl House luxury villa E11,"Pearl House luxury villa E11 located at Main Double Rd, MPCHS E 11/1 E-11, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs5726 per night. Description: Check-in time: 14:00."
hotel,family sweet hotel,"family sweet hotel located at C7XC+34M, Road, near Shaukat Khanum Hospital Road, Block R3 Block R 3 Phase 2 Johar Town, Lahore, Punjab 54000 in Lahore, costs Rs7558 per night. Description: Perfect for business and leisure travelers.."
hotel,White Rose Hotel,"White Rose Hotel located at near Expo Center Rd, Block J Phase 2 Johar Town, Lahore, Punjab 54782 in Lahore, costs Rs12648 per night. Description: InternetWi-FifreeRoomsAir conditioning."
hotel,Hotel Asia,"Hotel Asia located at Block 50g, Markaz, G 7 Markaz G-7, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs11818 per night. Description: Check-in time: 14:00Check-out time: 12:00."
hotel,New Capital Hotel,"New Capital Hotel located at 104 McLeod Rd, near Railway Station, Qila Gujjar Singh, Lahore, Punjab 54000 in Lahore, costs Rs12648 per night. Description: Check-out time: 12:00."
hotel,Roomy Signature Hotel,"Roomy Signature Hotel located at KFC back, Agha Khan Rd, next to total petrol pump, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs45885 per night. Description: On a tree-lined city street, this laid-back hotel is 5 km from the Faisal Mosque, 7 km from the Pakistan Monument Museum and 3 km from Shaheed-e-Millat Station South.… MoreRelaxed rooms and suites are individually styled with decor ranging from traditional to contemporary. Some rooms have city views. All quarters offer Wi-Fi, TVs & teamaking facilities.Breakfast is served in a casual restaurant with a skylight. Parking is available.Check-in time: 14:00Check-out time: 12:00."
hotel,Lahore Guest House Rated 4.8 Stars .,"Lahore Guest House Rated 4.8 Stars . located at address not available in Lahore, costs Rs20882 per night. Description: Check-in time: 00:00Check-out time: 12:00."
hotel,Hotel Standard Palace,"Hotel Standard Palace located at Plot 109-R3, near Shaukat Khanum Memorial Hospital, Block R3 Block R 3 Phase 2 Johar Town, Lahore, Punjab 54782 in Lahore, costs Rs12648 per night. Description: Check-in time: 14:00Check-out time: 12:00."
